Image,target
"[[[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[53 30 14]
  [53 30 14]
  [53 30 14]
  ...
  [70 42 18]
  [66 38 16]
  [65 37 15]]

 [[44 26 12]
  [44 26 12]
  [44 26 12]
  ...
  [62 37 15]
  [67 42 22]
  [66 41 21]]

 [[29 20 13]
  [29 20 13]
  [29 20 13]
  ...
  [52 36 23]
  [54 36 22]
  [55 37 23]]]",kathak
"[[[33 34 36]
  [32 33 35]
  [33 34 36]
  ...
  [34 34 34]
  [33 33 35]
  [34 34 36]]

 [[32 32 32]
  [31 31 31]
  [32 32 32]
  ...
  [32 32 32]
  [31 31 31]
  [32 32 32]]

 [[30 29 27]
  [29 28 26]
  [29 28 26]
  ...
  [29 28 24]
  [29 28 26]
  [30 29 27]]

 ...

 [[57 49 38]
  [64 56 45]
  [52 44 31]
  ...
  [16 16  8]
  [20 20 12]
  [21 21 13]]

 [[58 53 49]
  [49 44 38]
  [57 53 44]
  ...
  [27 28 22]
  [26 25 20]
  [28 27 22]]

 [[30 26 25]
  [27 23 20]
  [26 23 18]
  ...
  [23 24 19]
  [25 24 20]
  [28 27 23]]]",bharatanatyam
"[[[ 17  16  22]
  [ 14  13  19]
  [ 19  18  24]
  ...
  [ 11  12  17]
  [ 12  13  18]
  [ 14  15  20]]

 [[ 17  16  22]
  [ 16  15  21]
  [ 19  18  24]
  ...
  [  9  10  15]
  [ 13  14  19]
  [ 12  13  18]]

 [[ 18  17  23]
  [ 18  17  23]
  [ 19  18  24]
  ...
  [ 11  10  16]
  [ 12  11  17]
  [ 13  12  18]]

 ...

 [[143   4   1]
  [124   7  16]
  [122   9  11]
  ...
  [158   2   5]
  [202   3   8]
  [211   3   1]]

 [[146   6   7]
  [146   4   0]
  [135   6  11]
  ...
  [149   3   3]
  [132   3   0]
  [138   2   4]]

 [[130   7   9]
  [101  14  23]
  [ 75   3  15]
  ...
  [176   2   3]
  [190   5   3]
  [196   7   1]]]",kathakali
"[[[  0   1 254]
  [  1   0 254]
  [  0   0 254]
  ...
  [  0   1 252]
  [  0   1 252]
  [  0   0 244]]

 [[  0   0 254]
  [  1   0 254]
  [  0   3 254]
  ...
  [  0   1 252]
  [  0   1 252]
  [  0   0 244]]

 [[  0   0 254]
  [  0   0 254]
  [  0   7 255]
  ...
  [  0   1 252]
  [  0   1 252]
  [  0   0 244]]

 ...

 [[  5  18 237]
  [ 15  35 252]
  [  0  34 250]
  ...
  [  4   0 187]
  [  4   0 173]
  [  1   0 163]]

 [[  0  14 227]
  [ 16  30 249]
  [  5  29 239]
  ...
  [  1   0 180]
  [  1   0 166]
  [  3   0 151]]

 [[  2   1 219]
  [  0   0 223]
  [  6  17 231]
  ...
  [  0   0 176]
  [  1   0 163]
  [  2   1 141]]]",odissi
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[ 48  31  15]
  [ 60  42  32]
  [ 60  42  30]
  ...
  [ 47  23  11]
  [ 46  22  12]
  [ 36  15  10]]

 [[155 125  29]
  [113  81  43]
  [ 87  58  52]
  ...
  [ 75  55  44]
  [ 69  49  40]
  [ 61  44  37]]

 [[ 68  49  34]
  [ 69  50  36]
  [ 70  50  39]
  ...
  [ 63  39  29]
  [ 57  37  28]
  [ 52  31  26]]]",odissi
"[[[ 17   0  13]
  [ 17   0  13]
  [ 17   0  13]
  ...
  [  1   4  13]
  [  0   1   5]
  [  0   1   5]]

 [[ 18   0  14]
  [ 18   0  14]
  [ 18   0  14]
  ...
  [  1   1  11]
  [  0   1   6]
  [  0   1   6]]

 [[ 18   0  14]
  [ 19   1  15]
  [ 20   2  16]
  ...
  [  8   6  17]
  [  0   0  10]
  [  0   0  10]]

 ...

 [[ 69  56  63]
  [ 75  62  69]
  [ 79  66  73]
  ...
  [ 47  36  42]
  [ 42  33  38]
  [ 39  30  35]]

 [[ 87  76  84]
  [ 87  76  84]
  [ 88  77  85]
  ...
  [ 59  48  56]
  [ 55  45  53]
  [ 53  43  51]]

 [[106  87  93]
  [110  91  97]
  [111  94 100]
  ...
  [ 64  56  67]
  [ 59  52  59]
  [ 55  48  55]]]",odissi
"[[[ 17  18  13]
  [ 17  18  13]
  [ 17  18  13]
  ...
  [ 22  17  14]
  [ 22  17  14]
  [ 24  19  16]]

 [[ 17  18  13]
  [ 17  18  13]
  [ 17  18  13]
  ...
  [ 21  17  14]
  [ 21  17  14]
  [ 23  19  16]]

 [[ 17  18  13]
  [ 17  18  13]
  [ 17  18  13]
  ...
  [ 20  19  15]
  [ 20  19  15]
  [ 20  19  15]]

 ...

 [[100  49  22]
  [ 98  44  16]
  [ 98  43  13]
  ...
  [199 114  47]
  [200 115  48]
  [201 116  49]]

 [[109  58  31]
  [117  63  35]
  [113  58  28]
  ...
  [214 131  63]
  [214 131  63]
  [216 133  65]]

 [[149 119 111]
  [111  81  71]
  [105  73  62]
  ...
  [210 132  66]
  [211 133  67]
  [212 134  68]]]",kuchipudi
"[[[ 12  12  12]
  [ 10  10  10]
  [ 11  11  11]
  ...
  [ 20  20  18]
  [ 21  21  19]
  [ 22  22  20]]

 [[ 12  12  12]
  [ 10  10  10]
  [ 11  11  11]
  ...
  [ 20  20  18]
  [ 21  21  19]
  [ 22  22  20]]

 [[ 12  12  12]
  [ 10  10  10]
  [ 11  11  11]
  ...
  [ 20  20  18]
  [ 21  21  19]
  [ 22  22  20]]

 ...

 [[ 22  17  14]
  [ 22  17  14]
  [ 22  17  14]
  ...
  [152 120  99]
  [197 153 114]
  [121  84  65]]

 [[ 22  17  14]
  [ 22  17  14]
  [ 22  17  14]
  ...
  [147 110  83]
  [197 150 108]
  [ 79  43  27]]

 [[ 22  17  14]
  [ 22  17  14]
  [ 22  17  14]
  ...
  [154 110  81]
  [140  89  44]
  [ 59  26  11]]]",manipuri
"[[[37 18 11]
  [39 20 13]
  [39 20 13]
  ...
  [29 12  5]
  [30 13  6]
  [29 12  5]]

 [[36 19 12]
  [38 21 14]
  [38 21 14]
  ...
  [30 10  9]
  [30 10  9]
  [30 10  9]]

 [[36 19 12]
  [38 21 14]
  [38 21 14]
  ...
  [30 10  9]
  [30 10  9]
  [29  9  8]]

 ...

 [[48 31 39]
  [40 23 31]
  [41 24 32]
  ...
  [35 22 29]
  [40 29 33]
  [34 23 29]]

 [[35 23 33]
  [38 26 36]
  [42 29 39]
  ...
  [32 21 27]
  [34 23 29]
  [36 23 30]]

 [[31 19 29]
  [33 21 31]
  [46 33 43]
  ...
  [29 18 24]
  [34 23 29]
  [31 18 25]]]",mohiniyattam
"[[[21 19 20]
  [21 19 20]
  [22 20 21]
  ...
  [20 20 20]
  [20 20 20]
  [20 20 20]]

 [[21 19 20]
  [21 19 20]
  [22 20 21]
  ...
  [20 20 20]
  [20 20 20]
  [20 20 20]]

 [[21 19 20]
  [21 19 20]
  [22 20 21]
  ...
  [20 20 22]
  [20 20 22]
  [20 20 22]]

 ...

 [[23 14 17]
  [23 14 17]
  [23 14 17]
  ...
  [23 14 17]
  [23 14 17]
  [23 14 17]]

 [[23 14 17]
  [23 14 17]
  [23 14 17]
  ...
  [23 14 17]
  [23 14 17]
  [23 14 17]]

 [[23 14 17]
  [23 14 17]
  [23 14 17]
  ...
  [23 14 17]
  [24 13 17]
  [23 14 17]]]",mohiniyattam
"[[[12  0  2]
  [11  1  0]
  [10  0  0]
  ...
  [ 6  0  2]
  [ 6  0  2]
  [ 6  0  2]]

 [[ 8  2  2]
  [10  0  1]
  [10  0  1]
  ...
  [ 6  0  2]
  [ 6  0  2]
  [ 6  0  2]]

 [[10  2  0]
  [10  0  3]
  [10  0  3]
  ...
  [ 7  1  3]
  [ 6  0  2]
  [ 6  0  2]]

 ...

 [[ 5  0  1]
  [ 6  0  2]
  [ 6  0  2]
  ...
  [15  1  1]
  [10  0  0]
  [ 6  2  3]]

 [[10  0  3]
  [ 6  0  2]
  [ 6  0  2]
  ...
  [10  1  2]
  [ 7  1  3]
  [ 2  2  4]]

 [[10  1  4]
  [ 8  2  4]
  [ 8  2  4]
  ...
  [ 8  0  2]
  [ 6  0  2]
  [ 6  0  2]]]",odissi
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",kathak
"[[[20 44 22]
  [20 44 22]
  [20 44 22]
  ...
  [21 46 17]
  [21 46 17]
  [21 46 17]]

 [[20 44 22]
  [20 44 22]
  [20 44 22]
  ...
  [21 46 17]
  [21 46 17]
  [21 46 17]]

 [[20 44 22]
  [20 44 22]
  [20 44 22]
  ...
  [21 45 21]
  [21 45 21]
  [21 45 21]]

 ...

 [[56 46 37]
  [56 46 37]
  [55 45 36]
  ...
  [61 51 42]
  [61 51 42]
  [61 51 42]]

 [[57 48 41]
  [55 46 39]
  [54 45 38]
  ...
  [55 46 37]
  [56 47 38]
  [58 49 40]]

 [[51 42 35]
  [49 40 33]
  [51 42 35]
  ...
  [49 40 31]
  [49 40 31]
  [51 42 33]]]",manipuri
"[[[ 10   6   5]
  [ 10   6   5]
  [ 10   6   5]
  ...
  [  6   5   3]
  [  7   6   4]
  [ 10   6   5]]

 [[ 10   6   5]
  [ 10   6   5]
  [ 10   6   5]
  ...
  [  6   5   3]
  [  7   6   4]
  [ 10   6   5]]

 [[ 10   6   5]
  [ 10   6   5]
  [ 10   6   5]
  ...
  [  6   5   3]
  [  7   6   4]
  [ 10   6   5]]

 ...

 [[ 25  16  19]
  [170 164 166]
  [193 191 192]
  ...
  [141  24   6]
  [187  99  61]
  [ 82  30  16]]

 [[  0   7   0]
  [ 33   4   6]
  [ 38   9   1]
  ...
  [ 74  14   4]
  [ 81  18  11]
  [ 19   0   0]]

 [[ 28   4   0]
  [ 55  23  24]
  [ 29  22   6]
  ...
  [ 37  13  13]
  [ 24   6   6]
  [  9   5   6]]]",kathak
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",mohiniyattam
"[[[ 4  0 23]
  [ 5  2 23]
  [ 2  1  7]
  ...
  [ 3  0 13]
  [ 3  0 13]
  [ 4  0 14]]

 [[ 4  0 23]
  [ 5  2 23]
  [ 2  1  7]
  ...
  [ 3  0 13]
  [ 3  0 13]
  [ 4  0 14]]

 [[ 4  0 23]
  [ 5  2 23]
  [ 2  1  7]
  ...
  [ 3  0 13]
  [ 3  0 13]
  [ 4  0 14]]

 ...

 [[ 8  0 16]
  [ 7  1 15]
  [ 5  1 18]
  ...
  [66 50 89]
  [39  2 46]
  [45  8 59]]

 [[ 8  0 16]
  [ 7  1 15]
  [ 5  1 18]
  ...
  [70 66 21]
  [34  0 45]
  [31  0 23]]

 [[ 8  0 16]
  [ 7  1 15]
  [ 5  1 18]
  ...
  [75 69 35]
  [41  8 25]
  [35  5 33]]]",odissi
"[[[  4   4   6]
  [  4   4   6]
  [  4   4   6]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[  4   4   6]
  [  4   4   6]
  [  4   4   6]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[  4   4   6]
  [  4   4   6]
  [  4   4   6]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 ...

 [[116  88  74]
  [118  92  75]
  [118  92  75]
  ...
  [173 140 109]
  [176 143 110]
  [172 139 104]]

 [[ 89  68  63]
  [125 102  94]
  [131 107  95]
  ...
  [128 100  76]
  [132 104  80]
  [123  93  69]]

 [[126 103  97]
  [138 115 107]
  [126 102  90]
  ...
  [148 120  96]
  [148 120  96]
  [145 115  91]]]",sattriya
"[[[  7   7   9]
  [  7   7   9]
  [  5   5   7]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 [[  7   7   9]
  [  7   7   9]
  [  5   5   7]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 [[  7   7   9]
  [  7   7   9]
  [  5   5   7]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 ...

 [[204 167 148]
  [203 166 147]
  [208 171 152]
  ...
  [ 88  75  66]
  [ 83  70  61]
  [ 88  75  66]]

 [[214 177 151]
  [213 176 150]
  [212 175 149]
  ...
  [ 91  81  72]
  [ 90  80  71]
  [ 83  73  64]]

 [[184 145 114]
  [182 143 112]
  [194 155 124]
  ...
  [ 72  63  56]
  [ 77  68  61]
  [ 79  70  63]]]",sattriya
"[[[255 255 255]
  [254 254 254]
  [255 255 255]
  ...
  [255 255 255]
  [254 254 254]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [250 251 253]
  ...
  [253 253 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [246 246 248]
  ...
  [250 251 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 254 254]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",odissi
"[[[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [254 254 252]
  [254 254 252]
  [254 254 252]]

 [[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [254 254 252]
  [254 254 252]
  [254 254 252]]

 [[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [254 254 252]
  [254 254 252]
  [254 254 252]]

 ...

 [[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [254 254 252]
  [254 254 252]
  [254 254 252]]

 [[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [254 254 252]
  [254 254 252]
  [254 254 252]]

 [[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [254 254 252]
  [254 254 252]
  [254 254 252]]]",kuchipudi
"[[[24 19 16]
  [25 20 17]
  [26 21 18]
  ...
  [17 16 14]
  [16 15 13]
  [15 14 12]]

 [[24 19 16]
  [25 20 17]
  [26 21 18]
  ...
  [17 16 14]
  [16 15 13]
  [15 14 12]]

 [[25 20 17]
  [27 22 19]
  [27 22 19]
  ...
  [18 17 15]
  [18 17 15]
  [16 15 13]]

 ...

 [[45 34 30]
  [46 35 31]
  [47 36 32]
  ...
  [71 47 37]
  [75 53 42]
  [69 46 38]]

 [[49 38 34]
  [49 38 34]
  [49 38 34]
  ...
  [72 52 41]
  [70 50 39]
  [69 51 41]]

 [[49 38 34]
  [49 38 34]
  [49 38 34]
  ...
  [68 50 38]
  [66 48 36]
  [67 50 40]]]",sattriya
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 67  91  69]
  [ 61  85  63]
  [ 69  93  71]
  ...
  [ 45  42  27]
  [ 37  40  21]
  [ 43  46  27]]

 [[ 52  74  53]
  [ 48  70  49]
  [ 54  76  55]
  ...
  [ 66  54  38]
  [ 70  58  42]
  [ 66  54  38]]

 [[ 64  77  59]
  [ 77  90  72]
  [ 87 100  82]
  ...
  [ 85  69  53]
  [ 67  48  31]
  [ 71  52  35]]]",mohiniyattam
"[[[252 255 255]
  [254 255 255]
  [255 255 255]
  ...
  [255 254 255]
  [255 255 255]
  [255 255 255]]

 [[252 255 255]
  [244 246 245]
  [255 255 255]
  ...
  [255 254 255]
  [255 255 255]
  [255 255 255]]

 [[254 255 255]
  [254 254 254]
  [ 29  27  28]
  ...
  [254 252 253]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [137 131 131]
  [181 181 181]
  [251 251 251]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [178 172 172]
  [204 204 204]
  [251 251 251]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [228 222 222]
  [234 234 234]
  [254 254 254]]]",manipuri
"[[[ 3  1 15]
  [ 5  3 17]
  [ 6  1  5]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 3  1 12]
  [ 5  3 14]
  [ 6  0 10]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  0  6]
  [ 5  4 10]
  [ 8  1 17]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[67 41 86]
  [46 23 52]
  [63 45 83]
  ...
  [17  3 16]
  [17  3 16]
  [24 10 23]]

 [[74 47 98]
  [75 50 92]
  [27  9 35]
  ...
  [20  6 19]
  [20  6 23]
  [22  8 25]]

 [[25  7 31]
  [21  5 18]
  [12  0 16]
  ...
  [15  1 14]
  [15  1 18]
  [17  3 20]]]",sattriya
"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  2  1]
  [ 0  2  1]
  [ 0  2  1]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  2  1]
  [ 0  2  1]
  [ 0  2  1]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  2  1]
  [ 0  2  1]
  [ 0  2  1]]

 ...

 [[42  0  1]
  [50  0  1]
  [53  0  1]
  ...
  [52  1  0]
  [49  0  0]
  [54  0  0]]

 [[44  0  1]
  [49  1  1]
  [51  0  1]
  ...
  [52  1  0]
  [52  1  0]
  [56  2  2]]

 [[46  0  2]
  [48  0  0]
  [49  0  0]
  ...
  [53  2  1]
  [52  1  0]
  [56  0  1]]]",kathak
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  1   1   1]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 91  55  33]
  [ 87  50  34]
  [ 82  45  27]
  ...
  [ 51  27  15]
  [ 59  35  23]
  [ 58  39  25]]

 [[ 74  45  27]
  [ 77  47  36]
  [ 66  37  23]
  ...
  [ 61  43  29]
  [ 58  40  26]
  [ 59  40  26]]

 [[123  93  69]
  [ 78  47  29]
  [ 78  43  24]
  ...
  [ 65  46  32]
  [ 63  44  30]
  [ 62  46  33]]]",odissi
"[[[ 16   9   1]
  [ 16   9   1]
  [ 16   9   1]
  ...
  [ 11   6   3]
  [ 11   6   3]
  [ 11   6   3]]

 [[ 16   9   1]
  [ 16   9   1]
  [ 16   9   1]
  ...
  [ 11   6   3]
  [ 11   6   3]
  [ 11   6   3]]

 [[ 17  10   2]
  [ 17  10   2]
  [ 17  10   2]
  ...
  [ 11   6   3]
  [ 11   6   3]
  [ 11   6   3]]

 ...

 [[225 129  43]
  [225 129  43]
  [225 129  43]
  ...
  [203 100  33]
  [202  99  32]
  [202  99  32]]

 [[228 132  46]
  [228 132  46]
  [228 132  46]
  ...
  [209 116  39]
  [208 115  38]
  [207 114  37]]

 [[220 126  39]
  [220 126  39]
  [220 126  39]
  ...
  [214 120  46]
  [213 119  45]
  [212 118  44]]]",sattriya
"[[[ 2  2  2]
  [ 1  1  1]
  [ 0  2  1]
  ...
  [ 0  2  1]
  [ 1  1  1]
  [ 0  1  3]]

 [[ 2  4  3]
  [ 2  2  2]
  [ 1  3  2]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 2  2  2]
  [ 1  1  1]
  [ 0  2  1]
  ...
  [ 0  2  1]
  [ 2  2  2]
  [ 1  3  0]]

 ...

 [[68 30 17]
  [72 34 15]
  [78 37 15]
  ...
  [37 22  3]
  [27 14  5]
  [18 11  1]]

 [[59 30 14]
  [66 28 19]
  [59 30 14]
  ...
  [28 16  4]
  [12  8  0]
  [10 10  2]]

 [[43 21  8]
  [45 23 10]
  [48 25  9]
  ...
  [14 10  1]
  [14 10  1]
  [10 10  0]]]",manipuri
"[[[  4   6   5]
  [  4   6   5]
  [  4   6   5]
  ...
  [  2   4   1]
  [  2   4   1]
  [  2   4   1]]

 [[  4   6   5]
  [  4   6   5]
  [  4   6   5]
  ...
  [  2   4   1]
  [  2   4   1]
  [  2   4   1]]

 [[  4   6   5]
  [  4   6   5]
  [  4   6   5]
  ...
  [  3   5   2]
  [  3   5   2]
  [  3   5   2]]

 ...

 [[117  12  17]
  [108  16   0]
  [143  11   0]
  ...
  [  0   2   1]
  [  1   1   1]
  [  1   1   1]]

 [[ 93   7   0]
  [124  12  11]
  [114  12  10]
  ...
  [  0   2   1]
  [  1   1   1]
  [  1   1   1]]

 [[ 74   9   3]
  [ 88  15   6]
  [161  15  16]
  ...
  [  0   2   1]
  [  1   1   1]
  [  1   1   1]]]",kathakali
"[[[  2   4   0]
  [  2   4   0]
  [  2   4   0]
  ...
  [ 27  22  19]
  [ 25  20  17]
  [ 20  16  13]]

 [[  2   4   0]
  [  2   4   0]
  [  2   4   0]
  ...
  [ 27  22  19]
  [ 25  20  17]
  [ 20  16  13]]

 [[  1   3   0]
  [  2   4   0]
  [  3   5   0]
  ...
  [ 22  17  14]
  [ 27  22  19]
  [ 20  16  13]]

 ...

 [[ 93  68  46]
  [ 99  74  52]
  [103  78  56]
  ...
  [125  91  66]
  [124  90  65]
  [123  89  64]]

 [[100  75  53]
  [ 95  70  48]
  [ 92  67  45]
  ...
  [111  81  55]
  [111  81  55]
  [111  81  55]]

 [[ 96  71  49]
  [ 92  67  45]
  [ 88  63  41]
  ...
  [109  85  61]
  [104  80  56]
  [ 98  74  50]]]",sattriya
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  0   0   0]
  [  0   0   0]
  ...
  [  2   2   2]
  [  1   1   1]
  [  1   1   1]]

 [[  4   3   1]
  [  3   2   0]
  [  3   2   0]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[ 73  32  10]
  [108  52   5]
  [ 13   5   3]
  ...
  [  0   1   3]
  [ 81  52  48]
  [  1   2   0]]

 [[ 35  15   8]
  [108  62  10]
  [ 14   4   2]
  ...
  [  0   1   3]
  [ 72  28  29]
  [  0   2   1]]

 [[ 10   0   0]
  [253 192 127]
  [ 22   8   5]
  ...
  [  0   4   0]
  [ 59   3  14]
  [  2   1   0]]]",kathakali
"[[[  5  17  17]
  [  6  16  17]
  [  4  14  15]
  ...
  [ 17  16  14]
  [ 19  18  16]
  [ 18  17  15]]

 [[  3  13  12]
  [  4  14  15]
  [  4  14  16]
  ...
  [ 17  13  10]
  [ 19  15  14]
  [ 23  17  17]]

 [[  3  12  11]
  [  4  13  12]
  [  4  14  15]
  ...
  [ 19  18  16]
  [ 17  15  16]
  [ 19  15  16]]

 ...

 [[ 68  40  29]
  [ 55  32  18]
  [ 65  43  32]
  ...
  [ 96  44  30]
  [ 95  53  29]
  [ 92  45  25]]

 [[ 61  35  18]
  [ 74  46  32]
  [ 58  35  27]
  ...
  [105  55  32]
  [ 90  44  21]
  [ 98  50  28]]

 [[ 53  33  26]
  [ 57  34  26]
  [ 53  39  30]
  ...
  [ 87  39  25]
  [103  60  43]
  [100  55  36]]]",manipuri
"[[[0 0 0]
  [0 0 0]
  [1 1 1]
  ...
  [3 3 3]
  [5 5 5]
  [3 3 3]]

 [[0 0 0]
  [0 0 0]
  [1 1 1]
  ...
  [0 0 0]
  [7 7 7]
  [6 6 6]]

 [[0 0 0]
  [0 0 0]
  [1 1 1]
  ...
  [2 2 2]
  [2 2 2]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [1 1 1]
  [1 1 1]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",bharatanatyam
"[[[14 14 14]
  [14 14 14]
  [14 14 14]
  ...
  [14 14 14]
  [14 14 14]
  [14 14 14]]

 [[14 14 14]
  [14 14 14]
  [14 14 14]
  ...
  [14 14 14]
  [14 14 14]
  [14 14 14]]

 [[14 14 14]
  [14 14 14]
  [14 14 14]
  ...
  [14 14 14]
  [14 14 14]
  [14 14 14]]

 ...

 [[14 14 14]
  [14 14 14]
  [14 14 14]
  ...
  [14 14 14]
  [14 14 14]
  [14 14 14]]

 [[14 14 14]
  [14 14 14]
  [14 14 14]
  ...
  [14 14 14]
  [14 14 14]
  [14 14 14]]

 [[14 14 14]
  [14 14 14]
  [14 14 14]
  ...
  [14 14 14]
  [14 14 14]
  [14 14 14]]]",kathak
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",kathak
